order_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
1248,11,2,No powdered sugar,12.13,Interac Transfer,2023-12-19 02:41:12,Completed
1249,6,2,No powdered sugar,12.07,Credit Card,2023-03-20 07:15:20,Cancelled
1250,18,5,Extra gravy,21.84,Credit Card,2023-08-24 14:29:10,Cancelled
1251,21,5,No powdered sugar,5.46,Credit Card,2023-11-05 11:19:47,In Progress
1252,10,1,Extra syrup,23.89,Cash,2023-11-19 03:11:57,In Progress
1253,4,3,Extra syrup,11.63,Credit Card,2023-03-09 21:36:36,In Progress
1254,9,2,Spicy,12.75,Interac Transfer,2023-11-26 17:18:34,Completed
1255,6,1,Extra syrup,18.2,Interac Transfer,2023-11-20 02:57:36,Completed
1256,2,5,None,10.4,Credit Card,2023-10-30 03:21:34,Completed
1257,17,1,None,27.11,Interac Transfer,2023-09-14 23:52:13,In Progress
1258,5,5,None,7.13,Credit Card,2023-10-23 11:15:16,Cancelled
1259,6,4,Extra gravy,16.11,Interac Transfer,2023-05-27 10:10:38,In Progress
1260,12,5,Extra syrup,26.24,Credit Card,2023-08-13 06:10:59,Completed
1261,21,5,None,20.4,Credit Card,2023-10-16 19:39:22,Completed
1262,10,5,Spicy,12.31,Credit Card,2023-11-12 08:00:39,Completed
1263,22,3,Extra gravy,15.52,Cash,2023-08-18 17:51:01,In Progress
1264,21,5,Spicy,22.67,Interac Transfer,2023-12-15 16:11:47,Completed
1265,6,2,Extra syrup,29.33,Credit Card,2023-05-18 09:42:46,In Progress
1266,8,2,No powdered sugar,27.33,Cash,2023-09-18 10:25:32,Cancelled
1267,2,1,Spicy,13.56,Cash,2023-03-29 06:45:42,In Progress
1268,12,3,No powdered sugar,29.95,Credit Card,2023-04-20 11:56:48,Completed
1269,13,1,Extra gravy,5.09,Credit Card,2023-12-07 19:07:02,Cancelled
1270,21,2,Spicy,5.69,Credit Card,2023-09-27 11:54:10,Completed
1271,7,2,Spicy,25.6,Credit Card,2023-08-29 17:17:17,Cancelled
1272,10,4,Extra gravy,9.99,Credit Card,2023-01-19 05:22:51,Completed
1273,13,5,Extra gravy,6.52,Interac Transfer,2023-09-10 10:15:06,In Progress
1274,17,2,None,10.93,Credit Card,2023-04-24 08:18:04,Completed
1275,21,1,Extra syrup,15.65,Credit Card,2023-08-04 21:32:39,In Progress
1276,14,1,Spicy,23.26,Interac Transfer,2023-10-13 23:31:25,In Progress
1277,2,5,Spicy,20.61,Cash,2023-02-08 21:06:15,Cancelled
1278,22,5,Extra gravy,10.94,Interac Transfer,2023-09-07 23:33:30,In Progress
1279,11,4,Extra gravy,17.58,Cash,2023-08-16 03:34:52,In Progress
1280,1,3,Extra syrup,28.16,Cash,2023-06-05 07:46:12,In Progress
1281,19,1,Extra gravy,25.38,Interac Transfer,2023-07-10 04:38:56,Cancelled
1282,21,5,No powdered sugar,13.08,Credit Card,2023-09-04 14:57:26,Completed
1283,4,1,No powdered sugar,29.56,Cash,2023-12-02 13:23:32,Completed
1284,19,5,No powdered sugar,22.72,Credit Card,2023-12-24 06:40:48,In Progress
1285,21,2,No powdered sugar,6.56,Interac Transfer,2023-05-02 20:45:08,In Progress
1286,11,1,Extra syrup,5.88,Cash,2023-11-06 22:51:50,Completed
1287,8,2,Spicy,9.21,Credit Card,2023-12-27 00:14:01,In Progress
1288,11,1,No powdered sugar,23.2,Cash,2023-12-10 23:41:16,Completed
1289,4,3,Extra gravy,9.59,Cash,2023-10-01 06:01:49,Cancelled
1290,17,4,No powdered sugar,17.79,Interac Transfer,2023-05-02 15:41:19,In Progress
1291,7,2,Extra syrup,7.33,Credit Card,2023-05-11 09:02:31,In Progress
1292,8,5,Extra gravy,28.02,Credit Card,2023-02-16 17:04:50,Completed
1293,3,3,No powdered sugar,13.6,Cash,2023-04-19 15:10:06,Completed
1294,22,1,Spicy,27.7,Credit Card,2023-01-13 07:59:58,Cancelled
1295,2,2,Extra gravy,28.62,Cash,2023-06-13 04:16:37,In Progress
1296,15,1,Extra gravy,5.15,Interac Transfer,2023-09-12 12:22:14,Completed
1297,22,1,Spicy,16.6,Interac Transfer,2023-10-19 19:54:00,Cancelled
1298,22,1,Extra gravy,5.62,Credit Card,2023-10-22 07:39:52,Completed
1299,5,4,No powdered sugar,27.72,Interac Transfer,2023-07-03 23:30:23,Completed
1300,1,4,Extra gravy,17.96,Interac Transfer,2023-05-27 16:17:55,Cancelled
1301,4,5,No powdered sugar,6.87,Credit Card,2023-06-19 17:22:49,Cancelled
1302,15,2,Spicy,7.76,Cash,2023-05-21 16:24:38,Cancelled
1303,20,3,None,14.59,Interac Transfer,2023-10-28 14:56:23,Cancelled
1304,19,3,Spicy,28.51,Credit Card,2023-03-29 07:58:17,Cancelled
1305,3,3,No powdered sugar,22.32,Credit Card,2023-12-18 18:39:27,Cancelled
1306,20,1,Extra syrup,26.69,Credit Card,2023-09-13 07:28:46,In Progress
1307,11,4,Spicy,14.16,Interac Transfer,2023-11-24 01:52:29,Cancelled
1308,17,2,Extra syrup,6.08,Interac Transfer,2023-06-08 08:55:51,In Progress
1309,13,1,Extra syrup,29.36,Cash,2023-08-31 04:58:50,Completed
1310,11,4,No powdered sugar,5.43,Cash,2023-05-09 21:38:17,Completed
1311,2,4,No powdered sugar,28.69,Cash,2023-04-12 21:02:41,Cancelled
1312,9,2,None,14.22,Cash,2023-07-14 12:53:33,Completed
1313,2,2,Extra gravy,5.25,Cash,2023-08-24 10:55:28,Cancelled
1314,21,2,Spicy,22.23,Cash,2023-08-18 20:11:29,Cancelled
1315,9,1,No powdered sugar,29.51,Credit Card,2023-09-19 03:00:03,In Progress
1316,9,5,Spicy,29.14,Cash,2023-07-07 01:05:49,Completed
1317,8,2,Extra syrup,9.02,Interac Transfer,2023-06-05 00:30:33,Cancelled
1318,17,5,Extra gravy,9.53,Cash,2023-01-21 03:51:29,Completed
1319,1,1,None,19.14,Interac Transfer,2023-01-23 05:01:53,In Progress
1320,11,5,Spicy,20.93,Cash,2023-03-26 12:45:25,Completed
1321,8,3,Extra gravy,23.49,Credit Card,2023-10-17 21:46:16,In Progress
1322,10,5,None,9.53,Credit Card,2023-02-23 19:22:58,In Progress
1323,7,2,Spicy,28.98,Interac Transfer,2023-10-20 09:25:56,In Progress
1324,3,1,Extra gravy,20.97,Cash,2023-05-26 14:03:11,Cancelled
1325,3,2,No powdered sugar,26.18,Credit Card,2023-11-20 11:29:58,Cancelled
1326,18,3,Spicy,18.5,Credit Card,2023-08-06 15:07:43,Completed
1327,5,2,Extra gravy,15.36,Cash,2023-09-13 17:40:17,Cancelled
1328,12,2,None,29.43,Interac Transfer,2023-05-21 08:35:59,Cancelled
1329,12,2,Extra gravy,19.55,Interac Transfer,2023-11-29 07:39:32,Completed
1330,19,4,No powdered sugar,26.67,Interac Transfer,2023-10-05 09:24:52,In Progress
1331,6,3,Spicy,28.83,Credit Card,2023-02-13 08:54:17,In Progress
1332,2,2,Spicy,21.88,Cash,2023-10-16 00:17:13,Completed
1333,12,2,Spicy,18.72,Credit Card,2023-04-14 13:19:18,Cancelled
1334,19,2,No powdered sugar,5.09,Credit Card,2023-11-19 23:17:12,Completed
1335,5,1,None,6.0,Credit Card,2023-02-21 18:15:56,Completed
1336,12,4,Spicy,10.02,Credit Card,2023-01-28 12:21:46,Cancelled
1337,17,1,None,9.65,Cash,2023-02-14 16:27:32,Completed
1338,17,4,Extra gravy,11.37,Credit Card,2023-04-05 15:50:34,Cancelled
1339,10,2,None,12.62,Credit Card,2023-04-14 08:52:08,Cancelled
1340,17,3,None,14.0,Interac Transfer,2023-10-13 05:46:23,Completed
1341,15,5,Spicy,15.51,Credit Card,2023-02-14 16:12:51,In Progress
1342,12,5,Extra syrup,7.47,Cash,2023-06-23 06:53:54,Cancelled
1343,16,2,Extra syrup,6.06,Credit Card,2023-02-23 06:44:06,In Progress
1344,19,1,No powdered sugar,21.85,Cash,2023-10-25 08:30:29,Cancelled
1345,8,3,No powdered sugar,18.43,Cash,2023-03-26 02:53:44,In Progress
1346,21,4,Extra syrup,16.1,Cash,2023-10-02 00:53:51,Completed
1347,17,2,Extra gravy,20.86,Interac Transfer,2023-03-03 19:11:29,Cancelled
1348,5,3,Spicy,25.69,Interac Transfer,2023-04-03 08:27:12,Completed
1349,22,3,Spicy,15.69,Credit Card,2023-09-29 13:45:15,Completed
1350,16,4,Extra gravy,21.03,Credit Card,2023-07-17 09:24:10,Completed
1351,6,3,Extra gravy,28.84,Credit Card,2023-02-10 14:59:15,Cancelled
1352,8,1,Extra syrup,25.99,Cash,2023-08-01 22:49:27,Completed
1353,18,1,No powdered sugar,15.65,Cash,2023-11-01 03:50:21,Completed
1354,12,1,Extra gravy,21.12,Cash,2023-03-24 08:59:28,Cancelled
1355,15,3,No powdered sugar,9.43,Credit Card,2023-06-19 09:44:58,Completed
1356,9,1,None,19.01,Credit Card,2023-12-11 01:52:14,Cancelled
1357,13,4,Spicy,29.53,Credit Card,2023-10-20 06:17:48,Completed
1358,15,3,Extra syrup,17.96,Credit Card,2023-11-04 14:19:32,In Progress
1359,10,5,Spicy,28.19,Interac Transfer,2023-11-29 13:07:28,Completed
1360,16,3,Extra syrup,15.18,Interac Transfer,2023-05-13 04:40:21,In Progress
1361,7,4,None,29.97,Interac Transfer,2023-02-08 15:35:36,Cancelled
1362,17,5,Spicy,19.48,Credit Card,2023-08-01 03:40:33,In Progress
1363,21,3,None,6.06,Interac Transfer,2023-12-13 15:20:17,Cancelled
1364,22,1,Extra syrup,19.67,Interac Transfer,2023-02-05 05:45:00,Completed
1365,7,2,Extra gravy,11.86,Credit Card,2023-01-28 02:01:43,In Progress
1366,14,2,Spicy,5.81,Interac Transfer,2023-08-29 19:07:59,Completed
1367,15,1,None,25.52,Credit Card,2023-02-06 06:32:29,In Progress
1368,21,2,Spicy,11.89,Credit Card,2023-03-04 08:19:08,Cancelled
1369,7,2,Spicy,24.91,Credit Card,2023-01-27 18:57:40,Cancelled
1370,9,1,Spicy,12.21,Cash,2023-06-22 10:24:08,Cancelled
1371,19,1,No powdered sugar,9.86,Credit Card,2023-12-27 05:59:38,Cancelled
1372,16,3,None,29.35,Interac Transfer,2023-05-25 08:59:59,Completed
1373,8,3,None,14.04,Interac Transfer,2023-09-07 00:20:14,Completed
1374,18,1,Spicy,20.03,Credit Card,2023-09-02 00:10:58,Completed
1375,18,4,Extra gravy,20.25,Cash,2023-08-17 12:40:14,Completed
1376,20,2,Spicy,19.01,Cash,2023-11-21 13:43:01,Completed
1377,7,3,No powdered sugar,27.87,Cash,2023-03-11 06:02:17,Cancelled
1378,3,2,Extra syrup,21.86,Interac Transfer,2023-10-21 20:15:41,Completed
1379,18,5,No powdered sugar,15.09,Cash,2023-01-21 04:29:49,Completed
1380,10,1,Extra gravy,26.56,Cash,2023-07-08 15:15:05,Completed
1381,7,4,Spicy,9.53,Credit Card,2023-04-13 15:08:35,Cancelled
1382,17,5,None,18.61,Cash,2023-10-02 09:45:15,Cancelled
1383,14,5,Spicy,28.76,Cash,2023-01-02 12:36:18,Cancelled
1384,3,5,Extra gravy,20.63,Cash,2023-04-11 17:17:43,Cancelled
1385,12,1,None,25.42,Credit Card,2023-07-23 19:39:02,Completed
1386,13,3,No powdered sugar,21.34,Credit Card,2023-08-05 18:54:07,Completed
1387,2,1,Extra syrup,25.98,Cash,2023-10-31 01:44:05,In Progress
1388,3,3,Extra syrup,28.61,Interac Transfer,2023-11-30 07:15:51,Completed
1389,5,5,Spicy,11.82,Interac Transfer,2023-02-16 23:31:48,Cancelled
1390,11,5,No powdered sugar,9.24,Credit Card,2023-11-22 03:50:29,Cancelled
1391,8,4,Extra gravy,17.1,Cash,2023-11-17 07:52:25,Completed
1392,12,3,Extra syrup,22.55,Interac Transfer,2023-06-14 23:12:48,In Progress
1393,7,5,No powdered sugar,10.68,Cash,2023-05-15 04:26:55,Cancelled
1394,15,2,Spicy,5.1,Credit Card,2023-06-06 21:25:47,In Progress
1395,17,4,None,13.57,Interac Transfer,2023-04-19 11:52:48,Cancelled
1396,4,1,Spicy,29.22,Credit Card,2023-01-01 16:43:37,Cancelled
1397,22,4,Spicy,22.37,Cash,2023-02-25 11:11:32,Completed
1398,13,2,No powdered sugar,15.03,Credit Card,2023-10-12 16:40:06,Cancelled
1399,18,3,Extra syrup,9.81,Credit Card,2023-07-29 08:29:06,In Progress
1400,1,1,No powdered sugar,13.9,Credit Card,2023-01-29 21:06:43,In Progress
1401,16,1,None,9.25,Credit Card,2023-01-30 04:31:21,Completed
1402,13,3,No powdered sugar,7.66,Interac Transfer,2023-11-07 04:46:14,Cancelled
1403,10,4,Extra gravy,27.67,Cash,2023-11-11 15:04:24,In Progress
1404,12,5,Spicy,29.94,Interac Transfer,2023-03-08 03:14:39,Completed
1405,2,4,Extra syrup,9.1,Cash,2023-02-22 09:12:27,In Progress
1406,3,2,None,6.36,Cash,2023-12-11 12:26:13,Completed
1407,10,5,Spicy,13.24,Cash,2023-03-29 21:58:58,In Progress
1408,2,4,No powdered sugar,16.54,Cash,2023-12-22 13:59:51,Cancelled
1409,13,3,Extra gravy,10.12,Cash,2023-04-12 18:39:02,In Progress
1410,13,2,No powdered sugar,12.54,Interac Transfer,2023-06-07 10:45:15,In Progress
1411,18,2,Spicy,10.02,Cash,2023-08-07 09:29:51,Completed
1412,3,2,None,24.36,Credit Card,2023-02-12 19:56:02,Completed
1413,7,5,Extra syrup,22.81,Interac Transfer,2023-02-27 10:56:38,Completed
1414,14,1,Spicy,20.87,Interac Transfer,2023-12-16 07:49:33,In Progress
1415,20,5,None,14.68,Cash,2023-02-10 16:55:52,Completed
1416,17,4,Spicy,27.73,Credit Card,2023-11-16 01:17:01,Cancelled
1417,21,1,Extra gravy,29.24,Credit Card,2023-04-29 07:35:29,Completed
1418,12,4,No powdered sugar,9.34,Cash,2023-03-22 08:36:00,Completed
1419,16,1,Extra syrup,10.58,Cash,2023-01-24 10:08:36,Cancelled
1420,12,5,None,18.14,Credit Card,2023-12-13 11:40:33,Completed
1421,15,2,Extra syrup,7.28,Interac Transfer,2023-11-03 07:12:18,Completed
1422,10,3,Extra syrup,15.91,Interac Transfer,2023-03-07 15:24:32,In Progress
1423,7,2,Extra syrup,19.54,Cash,2023-01-14 21:19:29,In Progress
1424,20,5,None,18.05,Interac Transfer,2023-04-20 10:48:06,Completed
1425,5,1,None,13.27,Interac Transfer,2023-10-15 07:32:59,Cancelled
1426,1,2,Extra syrup,18.56,Credit Card,2023-10-05 01:40:22,Completed
1427,17,5,No powdered sugar,28.97,Interac Transfer,2023-04-05 03:53:53,Completed
1428,3,4,Spicy,10.15,Credit Card,2023-07-17 03:02:28,Completed
1429,13,3,Extra syrup,21.37,Cash,2023-03-21 16:10:54,In Progress
1430,14,2,Extra gravy,6.08,Cash,2023-05-17 18:04:14,Cancelled
1431,18,1,Extra syrup,6.66,Credit Card,2023-10-16 05:09:02,Cancelled
1432,4,4,None,18.8,Credit Card,2023-11-11 10:39:16,Cancelled
1433,18,5,Spicy,7.62,Cash,2023-04-16 04:05:28,In Progress
1434,5,3,Extra gravy,5.56,Credit Card,2023-10-25 03:59:50,In Progress
1435,16,1,Spicy,9.29,Cash,2023-04-19 19:11:33,Completed
1436,1,5,Spicy,19.12,Cash,2023-06-30 02:05:56,In Progress
1437,21,5,Extra gravy,22.58,Cash,2023-05-03 12:12:58,Completed
1438,14,2,Extra syrup,10.06,Cash,2023-11-12 12:30:12,In Progress
1439,15,2,Extra syrup,21.71,Cash,2023-08-31 17:07:08,Completed
1440,9,1,Extra syrup,9.56,Cash,2023-11-24 03:20:24,In Progress
1441,15,5,No powdered sugar,20.34,Interac Transfer,2023-12-09 17:51:49,Cancelled
1442,17,2,Extra syrup,15.3,Interac Transfer,2023-06-25 05:45:07,Completed
1443,4,3,Extra gravy,21.34,Cash,2023-11-20 08:38:08,In Progress
1444,12,3,No powdered sugar,29.88,Interac Transfer,2023-01-24 13:49:52,In Progress
1445,5,5,Extra syrup,28.45,Credit Card,2023-06-09 15:37:46,Completed
1446,5,2,No powdered sugar,5.11,Credit Card,2023-12-19 19:48:31,In Progress
1447,11,1,Extra gravy,27.14,Cash,2023-10-15 16:37:56,Cancelled
1448,6,1,Extra syrup,6.66,Interac Transfer,2023-10-28 08:25:37,Completed
1449,7,1,None,28.83,Credit Card,2023-06-26 06:53:15,Completed
1450,14,3,Extra gravy,12.05,Credit Card,2023-07-24 22:10:37,Completed
1451,11,2,Spicy,14.55,Credit Card,2023-03-29 10:33:51,Completed
1452,13,2,Spicy,7.29,Credit Card,2023-08-06 11:58:02,Completed
1453,2,3,Extra gravy,7.81,Interac Transfer,2023-10-12 20:53:40,Cancelled
1454,7,1,Spicy,23.17,Credit Card,2023-08-04 09:29:58,Completed
1455,20,1,Extra gravy,28.61,Credit Card,2023-10-14 08:05:06,Cancelled
1456,4,5,None,20.27,Credit Card,2023-01-05 06:33:20,Cancelled
1457,8,4,Extra gravy,22.9,Cash,2023-01-30 20:58:29,Cancelled
1458,20,2,Extra syrup,24.05,Credit Card,2023-10-19 05:04:59,Completed
1459,22,2,Extra syrup,11.57,Credit Card,2023-05-27 04:08:41,Cancelled
1460,21,2,No powdered sugar,6.13,Interac Transfer,2023-03-22 03:22:32,Completed
1461,19,4,Spicy,5.05,Credit Card,2023-03-03 02:30:11,Cancelled
1462,13,5,Spicy,13.77,Credit Card,2023-10-30 22:54:09,Completed
1463,14,4,Extra gravy,11.04,Credit Card,2023-08-30 23:10:34,In Progress
1464,10,1,Spicy,6.56,Cash,2023-09-10 12:28:03,In Progress
1465,11,1,Extra syrup,9.49,Interac Transfer,2023-12-13 18:14:00,Cancelled
1466,2,2,None,8.11,Interac Transfer,2023-10-26 05:42:51,In Progress
1467,9,3,Extra gravy,27.87,Cash,2023-10-16 14:16:19,Cancelled
1468,17,2,Spicy,8.51,Cash,2023-10-29 02:42:45,Cancelled
1469,3,3,Extra syrup,18.44,Interac Transfer,2023-03-06 15:46:42,Cancelled
1470,6,4,No powdered sugar,19.83,Credit Card,2023-10-05 03:43:43,In Progress
1471,5,1,Spicy,18.59,Interac Transfer,2023-12-22 20:40:27,Cancelled
1472,5,3,None,7.48,Cash,2023-11-12 20:24:42,In Progress
1473,22,4,None,12.97,Credit Card,2023-11-13 13:43:27,In Progress
1474,15,1,Spicy,6.28,Interac Transfer,2023-04-03 14:39:26,Completed
1475,17,3,Spicy,14.89,Credit Card,2023-01-14 02:37:09,In Progress
1476,9,2,Extra syrup,9.71,Credit Card,2023-08-22 16:53:41,Completed
1477,3,2,Spicy,19.04,Cash,2023-05-12 10:20:38,Cancelled
1478,20,2,No powdered sugar,22.32,Interac Transfer,2023-05-10 07:09:22,Cancelled
1479,17,4,Extra syrup,18.3,Cash,2023-11-02 02:49:45,Completed
1480,10,2,Extra gravy,15.86,Interac Transfer,2023-08-24 22:19:14,Cancelled
1481,3,5,No powdered sugar,14.68,Interac Transfer,2023-12-07 03:40:34,Completed
1482,18,1,Extra syrup,26.04,Credit Card,2023-05-02 17:09:03,Completed
1483,18,4,Extra syrup,10.48,Credit Card,2023-11-16 14:16:53,Cancelled
1484,17,2,None,23.36,Credit Card,2023-10-25 05:15:00,Completed
1485,3,1,Extra syrup,23.94,Cash,2023-08-31 22:51:50,Completed
1486,3,3,No powdered sugar,15.48,Credit Card,2023-01-09 01:02:42,Completed
1487,6,2,Spicy,12.43,Cash,2023-02-22 23:27:58,Cancelled
1488,13,1,No powdered sugar,16.76,Credit Card,2023-10-14 05:43:09,Cancelled
1489,15,5,Extra gravy,7.33,Cash,2023-05-31 15:46:44,Cancelled
1490,9,3,Extra syrup,6.15,Interac Transfer,2023-02-20 11:02:23,Cancelled
1491,4,5,Extra syrup,7.79,Cash,2023-11-17 03:20:44,Cancelled
1492,14,1,Extra syrup,9.68,Cash,2023-05-17 02:06:33,In Progress
1493,5,5,Extra syrup,17.6,Cash,2023-04-03 15:02:55,In Progress
1494,2,1,None,26.23,Interac Transfer,2023-08-10 05:39:14,Completed
1495,11,1,None,10.89,Cash,2023-03-10 17:40:32,In Progress
1496,9,5,Spicy,28.38,Interac Transfer,2023-07-25 14:41:04,Cancelled
1497,3,1,Extra syrup,28.87,Credit Card,2023-10-04 00:32:01,Cancelled
1498,9,2,Extra gravy,28.97,Credit Card,2023-07-06 15:49:24,Cancelled
1499,3,1,Spicy,25.94,Interac Transfer,2023-04-03 14:35:27,Completed
1500,2,4,Extra syrup,14.1,Cash,2023-05-02 20:22:12,Completed
1501,12,1,None,6.82,Credit Card,2023-03-20 09:09:21,Completed
1502,10,4,Extra gravy,19.22,Cash,2023-09-09 21:10:12,Completed
1503,9,1,Spicy,18.97,Cash,2023-03-30 00:56:15,Completed
1504,15,1,Extra gravy,26.25,Interac Transfer,2023-07-08 04:26:11,Completed
1505,8,5,Extra syrup,29.9,Credit Card,2023-02-05 05:21:17,In Progress
1506,5,2,No powdered sugar,17.7,Interac Transfer,2023-04-22 19:14:58,Cancelled
1507,11,2,Extra gravy,13.63,Interac Transfer,2023-08-18 04:44:29,In Progress
1508,2,3,Extra gravy,9.65,Interac Transfer,2023-10-15 06:22:34,Completed
1509,15,5,None,5.12,Interac Transfer,2023-10-14 16:59:11,Cancelled
1510,6,5,Extra syrup,17.73,Cash,2023-03-11 11:32:36,Cancelled
1511,8,2,Extra gravy,18.89,Credit Card,2023-04-10 08:18:15,Cancelled
1512,5,5,Extra syrup,25.62,Credit Card,2023-09-15 14:16:25,In Progress
1513,16,2,None,17.61,Credit Card,2023-02-25 04:56:08,Cancelled
1514,18,5,Extra syrup,27.91,Cash,2023-12-24 21:39:45,Completed
1515,6,1,None,20.7,Cash,2023-11-08 10:10:36,Completed
1516,5,2,None,26.01,Interac Transfer,2023-02-24 18:35:30,In Progress
1517,16,2,Spicy,8.71,Interac Transfer,2023-08-21 07:59:46,In Progress
1518,13,4,Extra syrup,26.38,Interac Transfer,2023-05-16 17:35:56,Completed
1519,5,5,No powdered sugar,21.88,Interac Transfer,2023-03-17 23:52:24,In Progress
1520,13,5,Spicy,9.26,Credit Card,2023-10-10 19:51:08,Cancelled
1521,17,2,None,9.74,Interac Transfer,2023-12-19 11:51:48,In Progress
1522,18,1,No powdered sugar,28.16,Cash,2023-09-24 05:34:24,Cancelled
1523,8,1,Extra gravy,5.81,Cash,2023-11-05 17:00:57,Cancelled
1524,13,1,Extra gravy,16.56,Cash,2023-10-10 20:42:10,Cancelled
1525,19,5,Spicy,12.84,Interac Transfer,2023-06-20 19:12:14,Cancelled
1526,3,4,No powdered sugar,21.63,Credit Card,2023-03-07 19:17:24,Cancelled
1527,8,2,Extra syrup,25.99,Credit Card,2023-06-30 21:18:21,Completed
1528,2,3,No powdered sugar,14.01,Interac Transfer,2023-09-29 21:54:05,Completed
1529,8,4,Spicy,15.67,Interac Transfer,2023-10-07 07:31:27,Completed
1530,13,3,Extra syrup,29.55,Cash,2023-07-16 00:04:15,Cancelled
1531,13,4,Extra syrup,24.6,Cash,2023-10-29 07:02:41,In Progress
1532,1,1,Extra gravy,27.43,Credit Card,2023-11-21 20:21:39,In Progress
1533,6,5,No powdered sugar,15.97,Cash,2023-08-15 06:15:02,Cancelled
1534,19,3,Extra syrup,10.85,Cash,2023-12-20 14:09:13,In Progress
1535,16,4,Spicy,15.3,Interac Transfer,2023-06-07 07:17:47,Cancelled
1536,8,5,Extra gravy,22.9,Credit Card,2023-07-10 15:11:45,In Progress
1537,1,3,Extra syrup,7.74,Interac Transfer,2023-06-23 17:01:03,Cancelled
1538,16,2,No powdered sugar,11.76,Credit Card,2023-07-30 13:41:57,In Progress
1539,9,4,Extra gravy,6.17,Interac Transfer,2023-02-12 21:39:40,In Progress
1540,13,2,No powdered sugar,15.81,Credit Card,2023-03-18 14:44:02,Completed
1541,11,1,No powdered sugar,25.69,Cash,2023-12-12 09:04:55,In Progress
1542,13,2,No powdered sugar,5.62,Credit Card,2023-10-10 15:32:20,In Progress
1543,21,2,Extra gravy,21.88,Credit Card,2023-04-14 15:23:01,Cancelled
1544,10,4,Extra syrup,28.31,Interac Transfer,2023-01-07 10:10:00,In Progress
1545,4,1,None,10.92,Credit Card,2023-10-16 09:37:38,In Progress
1546,6,2,Extra syrup,22.34,Credit Card,2023-12-21 00:02:27,In Progress
1547,7,5,Extra gravy,29.38,Credit Card,2023-08-21 09:23:07,In Progress
1548,5,3,None,29.06,Interac Transfer,2023-09-05 16:28:21,In Progress
1549,11,2,None,10.87,Credit Card,2023-05-10 11:58:50,Completed
1550,13,1,None,7.51,Interac Transfer,2023-10-05 20:03:16,In Progress
1551,19,2,Spicy,8.71,Cash,2023-12-23 10:27:49,Cancelled
1552,10,3,Extra gravy,22.55,Interac Transfer,2023-05-19 17:11:15,Cancelled
1553,10,1,Spicy,23.14,Credit Card,2023-04-26 15:47:44,In Progress
1554,11,4,None,21.86,Cash,2023-04-14 08:11:25,In Progress
1555,21,1,Spicy,13.4,Credit Card,2023-01-07 15:49:04,In Progress
1556,7,4,Spicy,9.24,Interac Transfer,2023-04-27 14:47:40,Completed
1557,18,1,Extra gravy,19.52,Cash,2023-04-13 12:20:57,Cancelled
1558,4,3,No powdered sugar,17.09,Cash,2023-05-18 21:35:52,Completed
1559,2,3,Spicy,23.22,Cash,2023-06-19 09:18:08,Completed
1560,14,1,Spicy,16.03,Credit Card,2023-01-24 00:40:46,In Progress
1561,13,2,None,13.47,Cash,2023-07-09 14:50:30,In Progress
1562,12,3,None,12.34,Cash,2023-07-24 06:48:31,Cancelled
1563,7,4,None,10.29,Cash,2023-03-10 23:40:46,In Progress
1564,2,4,Extra syrup,11.64,Cash,2023-10-31 13:29:37,Cancelled
1565,13,5,Spicy,7.37,Interac Transfer,2023-12-20 17:20:52,Completed
1566,14,4,None,13.67,Credit Card,2023-02-28 04:45:43,Cancelled
1567,17,5,Extra gravy,5.91,Credit Card,2023-02-28 13:18:50,Cancelled
1568,9,1,Extra syrup,9.66,Cash,2023-03-11 16:33:36,Cancelled
1569,17,1,No powdered sugar,23.67,Interac Transfer,2023-01-16 21:35:17,Completed
1570,8,1,Spicy,13.14,Cash,2023-12-15 22:24:04,Completed
1571,2,2,Spicy,21.71,Credit Card,2023-02-19 11:26:01,In Progress
1572,13,2,Extra gravy,22.92,Credit Card,2023-01-01 18:16:24,In Progress
1573,3,5,No powdered sugar,19.53,Credit Card,2023-03-12 21:34:55,Cancelled
1574,16,4,No powdered sugar,28.97,Cash,2023-05-01 13:57:02,Cancelled
1575,6,4,Extra syrup,5.54,Cash,2023-04-11 07:48:38,Completed
1576,19,1,Spicy,23.47,Interac Transfer,2023-08-19 06:15:40,Completed
1577,7,3,None,28.97,Interac Transfer,2023-12-23 06:51:44,Completed
1578,10,2,Extra gravy,26.56,Credit Card,2023-01-11 10:54:22,Cancelled
1579,9,2,Extra gravy,9.2,Credit Card,2023-07-22 03:41:20,Cancelled
1580,2,1,Extra gravy,13.17,Interac Transfer,2023-07-18 02:22:28,Completed
1581,15,2,Extra gravy,9.31,Credit Card,2023-04-09 00:22:31,Cancelled
1582,5,1,None,20.03,Interac Transfer,2023-06-15 12:42:57,Completed
1583,22,5,None,22.8,Cash,2023-04-08 01:34:06,In Progress
1584,4,4,Extra syrup,12.93,Credit Card,2023-10-17 20:11:27,Completed
1585,20,3,Spicy,18.49,Credit Card,2023-03-25 10:59:56,Cancelled
1586,4,4,None,22.27,Interac Transfer,2023-08-23 10:29:00,Cancelled
1587,18,4,Extra syrup,15.53,Cash,2023-08-03 06:55:34,Cancelled
1588,4,5,No powdered sugar,26.35,Credit Card,2023-11-15 11:59:22,Cancelled
1589,17,2,Spicy,24.29,Credit Card,2023-06-13 08:14:19,Completed
