order_id,customer_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
963,1647,21,5,Extra gravy,14.73,Interac Transfer,2023-08-22 14:01:29,In Progress
964,1697,11,4,None,29.95,Cash,2023-03-05 03:56:14,Completed
965,1315,16,4,No powdered sugar,29.41,Interac Transfer,2023-10-16 05:02:37,Cancelled
966,1177,22,5,Spicy,29.04,Interac Transfer,2023-10-04 23:58:29,In Progress
967,1539,9,3,Extra gravy,29.48,Credit Card,2023-12-10 19:21:48,Completed
968,1731,1,1,Extra mustard,24.83,Interac Transfer,2023-04-22 04:25:55,Completed
969,1868,22,2,Extra gravy,29.71,Credit Card,2023-02-14 07:36:02,Completed
970,1040,16,1,None,27.31,Interac Transfer,2023-05-10 05:17:59,In Progress
971,1739,9,2,Extra gravy,15.4,Interac Transfer,2023-05-20 22:05:43,In Progress
972,1703,19,2,Extra mustard,24.62,Credit Card,2023-08-28 00:57:01,Completed
973,1922,12,3,Spicy,27.8,Credit Card,2023-07-02 17:30:13,Completed
974,1501,19,5,Extra mustard,22.82,Cash,2023-08-15 23:44:20,Completed
975,1958,22,1,Extra gravy,15.57,Credit Card,2023-02-09 00:07:39,Completed
976,1144,9,5,Extra mustard,6.64,Interac Transfer,2023-04-20 01:05:54,Completed
977,1200,7,4,Extra gravy,25.24,Cash,2023-05-23 09:37:54,In Progress
978,1928,14,3,Spicy,28.82,Credit Card,2023-04-18 18:04:23,Cancelled
979,1723,19,3,Spicy,14.06,Credit Card,2023-05-10 02:03:22,Cancelled
980,1460,19,4,None,8.8,Cash,2023-08-06 03:55:03,Cancelled
981,1731,2,1,Spicy,13.16,Interac Transfer,2023-09-03 22:54:44,In Progress
982,1751,9,4,No powdered sugar,19.57,Interac Transfer,2023-07-09 04:15:42,Cancelled
983,1924,13,1,Extra mustard,12.92,Cash,2023-04-09 22:33:56,Cancelled
984,1908,15,2,Extra mustard,20.27,Interac Transfer,2023-04-20 12:36:36,Cancelled
985,1557,3,3,Extra gravy,29.17,Credit Card,2023-03-20 00:59:55,Cancelled
986,1546,11,1,Spicy,21.77,Interac Transfer,2023-08-23 01:26:26,Completed
987,1252,21,5,None,14.07,Credit Card,2023-07-20 22:58:21,In Progress
988,1389,14,5,None,28.39,Interac Transfer,2023-05-31 09:34:33,Cancelled
989,1593,8,3,None,19.14,Credit Card,2023-04-08 07:54:25,Completed
990,1882,18,4,No powdered sugar,8.21,Cash,2023-09-02 13:09:35,Cancelled
991,1255,19,4,Spicy,17.47,Credit Card,2023-12-20 19:53:28,Cancelled
992,1708,16,1,None,21.34,Interac Transfer,2023-12-09 03:49:10,Cancelled
993,1814,2,4,No powdered sugar,25.96,Credit Card,2023-08-08 03:42:23,Cancelled
994,1920,8,3,Extra mustard,28.41,Interac Transfer,2023-11-05 17:41:17,Cancelled
995,1449,22,1,Extra gravy,12.94,Interac Transfer,2023-10-19 22:29:14,Completed
996,1009,6,2,Spicy,8.89,Credit Card,2023-08-15 06:59:01,Cancelled
997,1823,12,4,Spicy,6.85,Interac Transfer,2023-11-11 06:19:02,Completed
998,1797,15,4,Extra mustard,23.46,Cash,2023-02-07 15:27:50,Cancelled
999,1241,8,1,Spicy,24.88,Interac Transfer,2023-06-27 02:06:53,In Progress
1000,1250,4,5,Spicy,15.23,Cash,2023-12-18 21:42:40,Completed
1001,1876,15,4,Spicy,14.9,Cash,2023-02-06 11:48:09,Cancelled
1002,1004,20,3,Spicy,28.86,Interac Transfer,2023-06-01 23:26:34,Completed
1003,1118,17,4,No powdered sugar,27.92,Cash,2023-07-31 10:11:32,Cancelled
1004,1800,13,2,No powdered sugar,10.83,Cash,2023-05-08 16:00:27,Cancelled
1005,1373,18,4,Extra gravy,24.52,Credit Card,2023-08-03 00:00:44,Completed
1006,1064,2,5,Spicy,20.57,Cash,2023-03-24 16:16:29,Cancelled
1007,1145,13,4,Extra mustard,8.86,Cash,2023-08-05 04:31:01,Cancelled
1008,1223,13,1,None,13.92,Cash,2023-11-21 15:54:28,Cancelled
1009,1238,22,4,Extra gravy,9.44,Cash,2023-09-17 13:43:13,Cancelled
1010,1176,15,5,None,12.38,Cash,2023-12-13 02:35:22,Cancelled
1011,1778,20,1,None,20.38,Interac Transfer,2023-03-28 21:06:46,Cancelled
1012,1852,10,3,Spicy,14.38,Cash,2023-05-22 11:06:29,Completed
1013,1281,3,1,Extra mustard,14.85,Interac Transfer,2023-06-27 22:46:12,In Progress
1014,1062,19,2,None,18.49,Interac Transfer,2023-09-02 10:36:22,Cancelled
1015,1216,3,1,None,7.18,Interac Transfer,2023-07-09 17:13:16,Completed
1016,1853,22,3,Extra gravy,23.47,Credit Card,2023-08-08 04:45:39,In Progress
1017,1826,14,4,Extra mustard,15.04,Credit Card,2023-12-09 20:56:34,Completed
1018,1794,8,1,Extra mustard,17.01,Interac Transfer,2023-04-03 05:13:17,In Progress
1019,1688,4,1,None,29.36,Credit Card,2023-02-09 09:41:10,In Progress
1020,1460,20,1,Extra mustard,13.61,Cash,2023-12-18 23:31:32,In Progress
1021,1928,11,1,Extra gravy,21.21,Interac Transfer,2023-01-29 04:32:43,Completed
1022,1609,11,3,Extra gravy,14.81,Interac Transfer,2023-11-04 08:55:11,In Progress
1023,1104,11,5,Extra gravy,27.36,Interac Transfer,2023-10-09 19:30:21,Cancelled
1024,1098,2,5,Spicy,26.17,Credit Card,2023-01-13 04:44:19,Cancelled
1025,1510,17,1,None,11.04,Credit Card,2023-06-30 16:30:38,In Progress
1026,1384,9,3,Extra mustard,22.29,Credit Card,2023-02-24 10:51:52,In Progress
1027,1404,2,3,Extra gravy,6.63,Cash,2023-03-27 03:11:24,Cancelled
1028,1822,15,1,None,29.08,Credit Card,2023-12-18 13:47:21,Completed
1029,1517,16,2,None,13.72,Interac Transfer,2023-11-27 14:29:35,Completed
1030,1475,4,1,Spicy,25.8,Credit Card,2023-12-03 12:04:07,Cancelled
1031,1976,8,2,Extra mustard,12.96,Credit Card,2023-10-27 01:31:30,Completed
1032,1708,9,1,Extra mustard,20.82,Credit Card,2023-03-11 10:04:56,Completed
1033,1862,5,2,Extra gravy,29.59,Credit Card,2023-11-14 02:12:27,In Progress
1034,1644,16,2,Extra gravy,26.92,Interac Transfer,2023-10-17 23:39:09,Completed
1035,1869,13,1,None,9.01,Credit Card,2023-09-08 12:09:33,Cancelled
1036,1770,7,2,Extra mustard,18.69,Interac Transfer,2023-06-02 06:14:29,Completed
1037,1436,20,4,Extra mustard,13.71,Credit Card,2023-09-21 15:31:11,In Progress
1038,1022,17,5,Extra gravy,15.86,Cash,2023-01-20 00:49:51,Cancelled
1039,1996,3,3,No powdered sugar,13.38,Cash,2023-04-30 05:45:19,Cancelled
1040,1564,5,2,None,13.4,Interac Transfer,2023-04-06 09:33:47,Cancelled
1041,1676,19,2,Extra mustard,18.56,Interac Transfer,2023-01-18 00:44:42,In Progress
1042,1713,12,3,Spicy,9.8,Cash,2023-10-31 18:33:25,Cancelled
1043,1457,7,2,Spicy,18.43,Cash,2023-08-20 22:01:36,In Progress
1044,1082,9,3,No powdered sugar,11.97,Credit Card,2023-12-22 18:58:26,In Progress
1045,1144,6,1,Extra gravy,12.22,Cash,2023-04-12 05:14:40,Completed
1046,1084,17,4,Extra gravy,23.47,Interac Transfer,2023-11-23 08:42:04,Cancelled
1047,1077,16,4,Extra gravy,5.74,Interac Transfer,2023-07-08 14:51:56,Completed
1048,1456,3,5,Spicy,14.52,Cash,2023-01-05 22:45:32,Completed
1049,1877,21,2,Extra gravy,15.19,Interac Transfer,2023-03-30 08:36:52,In Progress
1050,1000,4,5,Spicy,17.13,Credit Card,2023-06-26 09:06:37,Completed
1051,1050,10,1,No powdered sugar,21.73,Credit Card,2023-10-12 23:38:51,Completed
1052,1684,5,4,None,14.24,Cash,2023-09-28 05:27:17,Completed
1053,1716,21,1,Extra mustard,10.33,Interac Transfer,2023-11-02 22:37:58,Cancelled
1054,1771,22,1,No powdered sugar,27.12,Cash,2023-07-17 18:07:17,Completed
1055,1445,10,2,Spicy,29.53,Interac Transfer,2023-12-27 17:13:46,In Progress
1056,1448,12,1,No powdered sugar,5.5,Interac Transfer,2023-07-17 19:01:15,Cancelled
1057,1880,10,4,Extra mustard,18.66,Interac Transfer,2023-02-14 00:03:44,In Progress
1058,1487,13,5,None,13.54,Credit Card,2023-11-16 10:04:31,Cancelled
1059,1799,11,4,Extra mustard,11.92,Interac Transfer,2023-09-01 00:04:49,Cancelled
1060,1033,22,2,Spicy,13.39,Credit Card,2023-05-18 01:11:45,Cancelled
1061,1347,16,4,Extra mustard,20.97,Interac Transfer,2023-09-17 01:57:19,In Progress
1062,1094,8,3,No powdered sugar,9.77,Cash,2023-06-02 08:22:27,Completed
1063,1071,8,5,Extra gravy,27.82,Credit Card,2023-07-05 21:24:09,Cancelled
1064,1550,8,3,No powdered sugar,16.65,Credit Card,2023-09-26 10:32:11,In Progress
1065,1153,13,3,Spicy,13.14,Credit Card,2023-08-04 20:12:02,Cancelled
1066,1249,2,2,None,24.14,Cash,2023-10-23 21:44:42,Completed
1067,1673,12,1,Extra mustard,5.41,Credit Card,2023-06-16 07:37:25,Cancelled
1068,1437,10,3,None,15.8,Cash,2023-09-27 09:29:13,In Progress
1069,1117,12,4,Spicy,13.88,Interac Transfer,2023-03-14 11:01:59,Cancelled
1070,1770,11,1,Extra mustard,13.46,Interac Transfer,2023-07-01 18:46:03,In Progress
1071,1890,15,4,No powdered sugar,13.43,Cash,2023-10-27 13:40:24,Completed
1072,1305,16,4,No powdered sugar,5.78,Credit Card,2023-07-20 10:42:42,Completed
1073,1267,17,1,Spicy,8.8,Credit Card,2023-09-28 14:35:17,Cancelled
1074,1960,2,1,Extra mustard,8.55,Cash,2023-12-15 20:01:45,Completed
1075,1053,18,4,No powdered sugar,29.72,Interac Transfer,2023-01-31 12:11:13,In Progress
1076,1235,12,2,Spicy,5.55,Cash,2023-07-08 19:46:57,Cancelled
1077,1388,19,5,Spicy,9.18,Credit Card,2023-11-07 14:58:08,In Progress
1078,1989,18,5,None,29.35,Credit Card,2023-10-13 10:08:10,Cancelled
1079,1733,17,2,No powdered sugar,20.71,Credit Card,2023-02-21 12:12:24,In Progress
1080,1762,6,1,Extra mustard,16.27,Credit Card,2023-11-27 03:44:18,Cancelled
1081,1824,15,4,No powdered sugar,6.97,Interac Transfer,2023-04-09 10:21:13,In Progress
1082,1400,3,5,No powdered sugar,21.74,Interac Transfer,2023-03-23 05:44:09,In Progress
1083,1623,6,4,No powdered sugar,8.45,Interac Transfer,2023-09-13 04:50:44,Cancelled
1084,1766,3,2,Spicy,21.78,Credit Card,2023-06-01 22:47:30,In Progress
1085,1302,1,4,Extra gravy,29.48,Credit Card,2023-10-24 10:34:59,Completed
1086,1918,13,2,Extra gravy,18.3,Credit Card,2023-09-03 05:29:46,In Progress
1087,1206,21,1,None,10.35,Cash,2023-10-24 20:18:57,Cancelled
1088,1228,14,2,No powdered sugar,20.63,Credit Card,2023-01-26 14:01:39,Completed
1089,1852,13,2,Extra gravy,17.82,Interac Transfer,2023-01-24 07:22:29,Completed
1090,1909,4,5,None,18.33,Interac Transfer,2023-08-31 11:46:27,In Progress
1091,1577,7,4,Spicy,16.95,Interac Transfer,2023-05-12 10:20:35,In Progress
1092,1074,22,5,No powdered sugar,21.84,Cash,2023-01-13 00:30:18,In Progress
1093,1434,10,3,Extra mustard,19.3,Interac Transfer,2023-03-25 03:27:50,Completed
1094,1102,7,2,Spicy,29.67,Cash,2023-04-06 05:31:31,Completed
1095,1421,21,3,None,25.65,Cash,2023-08-02 16:06:07,Completed
1096,1703,15,5,Spicy,11.62,Cash,2023-08-28 08:11:05,Cancelled
1097,1763,15,4,Extra mustard,23.14,Credit Card,2023-05-17 17:48:34,Cancelled
1098,1737,4,5,Spicy,10.36,Credit Card,2023-12-13 06:58:25,In Progress
1099,1805,6,4,None,24.56,Interac Transfer,2023-08-26 22:03:54,Cancelled
1100,1305,20,4,Extra mustard,8.69,Interac Transfer,2023-12-16 02:54:48,Cancelled
1101,1097,5,1,Extra mustard,16.84,Cash,2023-12-05 10:30:21,In Progress
1102,1849,20,2,Spicy,24.77,Credit Card,2023-10-22 18:42:54,In Progress
1103,1797,12,5,Extra mustard,12.0,Interac Transfer,2023-12-15 09:18:43,Completed
1104,1334,1,4,Spicy,25.93,Interac Transfer,2023-05-17 14:01:27,Completed
1105,1858,8,5,No powdered sugar,21.1,Credit Card,2023-09-18 00:17:54,In Progress
1106,1434,1,5,Extra mustard,14.94,Cash,2023-05-27 17:30:51,In Progress
1107,1446,5,4,Spicy,15.59,Interac Transfer,2023-01-18 09:49:00,Cancelled
1108,1993,22,3,No powdered sugar,28.15,Interac Transfer,2023-01-09 10:21:28,Cancelled
1109,1307,6,2,Extra mustard,10.44,Credit Card,2023-11-21 11:20:25,Cancelled
1110,1248,21,2,No powdered sugar,22.33,Credit Card,2023-11-01 02:08:56,In Progress
1111,1165,3,1,Extra mustard,22.68,Cash,2023-03-27 15:06:00,In Progress
1112,1480,15,1,None,28.06,Cash,2023-12-05 21:50:06,Completed
1113,1983,5,1,None,22.83,Interac Transfer,2023-05-24 06:51:03,Cancelled
1114,1334,14,2,Spicy,19.61,Cash,2023-09-14 00:58:32,Completed
1115,1541,18,3,Extra gravy,27.56,Interac Transfer,2023-05-18 17:10:13,In Progress
1116,1758,16,2,None,25.73,Interac Transfer,2023-03-06 16:05:10,Cancelled
1117,1105,6,2,Extra gravy,22.92,Credit Card,2023-08-18 03:52:04,Completed
1118,1562,14,2,No powdered sugar,5.81,Interac Transfer,2023-03-03 19:21:17,In Progress
1119,1080,8,2,No powdered sugar,14.34,Credit Card,2023-04-09 08:00:05,Completed
1120,1132,7,3,Extra gravy,20.8,Interac Transfer,2023-01-13 06:09:07,Cancelled
1121,1796,8,1,Spicy,18.06,Interac Transfer,2023-12-04 07:08:57,Completed
1122,1899,13,5,Extra mustard,12.98,Interac Transfer,2023-10-14 08:56:52,Completed
1123,1137,6,1,Extra gravy,8.61,Cash,2023-01-05 15:06:34,In Progress
1124,1183,18,1,Extra gravy,18.82,Cash,2023-01-20 17:20:50,Cancelled
1125,1400,2,5,Extra gravy,12.15,Credit Card,2023-05-06 22:05:08,Completed
1126,1329,8,2,Extra gravy,10.83,Interac Transfer,2023-03-22 12:22:11,In Progress
1127,1784,11,3,Extra gravy,14.97,Credit Card,2023-01-20 18:15:47,Cancelled
1128,1507,1,3,Spicy,24.64,Credit Card,2023-09-07 15:49:41,In Progress
1129,1851,22,1,None,17.2,Interac Transfer,2023-05-21 23:05:52,Cancelled
1130,1983,6,5,Extra mustard,10.41,Cash,2023-10-10 10:53:21,In Progress
1131,1068,16,4,None,7.92,Cash,2023-07-05 04:11:49,In Progress
1132,1545,20,2,Extra gravy,17.47,Credit Card,2023-05-21 10:55:20,In Progress
1133,1773,12,1,None,24.86,Cash,2023-07-25 04:46:55,Completed
1134,1052,11,3,Spicy,21.32,Interac Transfer,2023-05-30 07:07:59,Completed
1135,1449,10,5,No powdered sugar,10.8,Interac Transfer,2023-04-16 03:35:54,In Progress
1136,1204,3,5,None,15.92,Cash,2023-10-26 11:15:56,Cancelled
1137,1125,13,1,Extra mustard,26.38,Cash,2023-07-13 01:46:01,In Progress
1138,1746,3,4,Spicy,9.44,Credit Card,2023-02-15 02:54:20,Completed
1139,1042,15,3,No powdered sugar,18.3,Cash,2023-05-18 01:28:01,Cancelled
1140,1751,16,1,Spicy,13.91,Credit Card,2023-05-26 17:52:46,Completed
1141,1970,13,4,Extra gravy,8.1,Interac Transfer,2023-03-28 02:46:42,In Progress
1142,1882,17,5,No powdered sugar,6.25,Interac Transfer,2023-12-11 16:34:26,Completed
1143,1110,3,2,Extra mustard,18.9,Interac Transfer,2023-01-16 22:33:10,Completed
1144,1760,20,3,No powdered sugar,5.52,Cash,2023-11-13 15:52:01,Completed
1145,1662,11,3,Extra mustard,7.59,Cash,2023-10-09 10:08:27,In Progress
1146,1182,21,4,Extra gravy,13.69,Cash,2023-05-23 21:29:21,Completed
1147,1847,19,1,Extra mustard,6.09,Credit Card,2023-01-27 03:53:22,In Progress
1148,1094,22,5,Spicy,15.01,Credit Card,2023-12-15 00:57:51,In Progress
1149,1970,11,4,None,8.26,Credit Card,2023-06-22 21:30:20,Completed
1150,1373,16,2,Spicy,13.75,Interac Transfer,2023-01-09 19:19:41,Cancelled
1151,1911,21,2,Spicy,24.78,Credit Card,2023-01-19 01:45:24,Completed
1152,1519,3,2,No powdered sugar,20.66,Cash,2023-09-13 12:49:38,Completed
1153,1899,22,4,Extra gravy,16.14,Cash,2023-02-16 12:49:08,Completed
1154,1359,6,5,None,7.3,Interac Transfer,2023-05-07 01:01:23,Cancelled
1155,1899,14,3,Extra mustard,20.48,Cash,2023-03-27 13:33:07,Cancelled
1156,1695,18,1,No powdered sugar,9.09,Cash,2023-07-02 02:58:39,In Progress
1157,1280,17,3,Extra gravy,6.91,Cash,2023-11-06 11:38:01,Cancelled
1158,1194,4,5,None,21.6,Credit Card,2023-07-26 10:46:00,Cancelled
1159,1863,15,3,Spicy,27.8,Credit Card,2023-06-14 06:55:08,Completed
1160,1194,11,4,Extra gravy,16.51,Cash,2023-09-28 03:26:04,In Progress
1161,1666,3,2,Extra gravy,6.02,Cash,2023-04-06 05:02:34,In Progress
1162,1092,3,5,Extra gravy,27.01,Cash,2023-08-01 17:10:49,Cancelled
1163,1671,16,5,Spicy,6.67,Cash,2023-11-18 13:37:37,Cancelled
1164,1945,5,3,Extra mustard,26.69,Credit Card,2023-07-17 22:37:48,Completed
1165,1060,21,4,No powdered sugar,14.8,Interac Transfer,2023-06-02 06:50:13,Cancelled
1166,1633,10,3,Extra mustard,14.13,Cash,2023-11-08 11:34:52,Cancelled
1167,1050,19,3,None,18.57,Credit Card,2023-09-22 17:01:48,In Progress
1168,1402,4,5,No powdered sugar,28.93,Cash,2023-09-24 12:30:44,Cancelled
1169,1788,19,3,None,27.47,Interac Transfer,2023-09-08 08:36:59,Completed
1170,1004,11,2,Spicy,16.76,Credit Card,2023-11-22 23:40:46,In Progress
1171,1465,2,3,Extra mustard,22.4,Credit Card,2023-05-16 13:28:41,In Progress
1172,1603,10,2,Extra gravy,19.51,Interac Transfer,2023-12-09 04:20:30,Cancelled
1173,1681,11,5,No powdered sugar,22.34,Interac Transfer,2023-03-04 07:55:47,Completed
1174,1828,20,4,Extra gravy,25.73,Credit Card,2023-11-28 17:58:29,In Progress
1175,1533,16,2,None,5.86,Interac Transfer,2023-04-16 03:04:24,Completed
1176,1404,19,4,Extra gravy,13.14,Cash,2023-04-30 21:14:02,Completed
1177,1837,11,4,Extra gravy,28.98,Interac Transfer,2023-06-25 21:58:23,Cancelled
1178,1512,14,2,Spicy,28.73,Interac Transfer,2023-04-25 07:28:53,Completed
1179,1644,2,5,Spicy,5.28,Credit Card,2023-10-16 23:45:45,In Progress
1180,1232,5,1,Extra mustard,10.04,Interac Transfer,2023-12-01 09:16:02,Cancelled
1181,1523,5,4,None,29.84,Credit Card,2023-03-18 00:40:06,In Progress
1182,1345,19,4,Spicy,17.32,Cash,2023-06-15 09:51:17,Completed
1183,1045,21,5,Spicy,19.32,Interac Transfer,2023-01-19 19:31:05,Completed
1184,1545,12,5,Extra mustard,9.16,Interac Transfer,2023-07-30 10:57:43,Cancelled
1185,1944,18,3,No powdered sugar,27.36,Credit Card,2023-07-11 14:06:08,Cancelled
1186,1077,4,5,Extra mustard,10.78,Credit Card,2023-03-28 09:47:03,In Progress
1187,1729,22,4,Extra gravy,9.74,Interac Transfer,2023-06-20 14:08:29,In Progress
1188,1812,17,2,Extra gravy,10.7,Credit Card,2023-03-22 22:44:26,Completed
1189,1922,10,1,Spicy,27.99,Interac Transfer,2023-08-13 18:28:10,Cancelled
1190,1072,20,3,Spicy,22.57,Cash,2023-02-21 09:22:13,Completed
1191,1793,6,2,Extra mustard,24.21,Interac Transfer,2023-04-07 10:45:31,Completed
1192,1248,14,1,Extra mustard,14.43,Cash,2023-05-27 16:49:33,In Progress
1193,1046,11,1,None,27.73,Cash,2023-11-26 08:05:18,In Progress
1194,1120,11,1,Extra gravy,24.74,Credit Card,2023-05-11 07:35:17,In Progress
1195,1213,18,2,Extra mustard,23.76,Credit Card,2023-05-29 20:42:21,Cancelled
1196,1238,22,3,No powdered sugar,29.27,Credit Card,2023-12-30 15:54:03,In Progress
1197,1055,18,3,None,14.15,Credit Card,2023-05-23 09:46:28,Cancelled
1198,1349,11,1,Extra mustard,20.27,Interac Transfer,2023-02-02 13:20:34,Completed
1199,1106,21,2,Spicy,27.75,Cash,2023-03-04 02:06:06,Cancelled
1200,1830,12,1,Extra mustard,24.77,Interac Transfer,2023-01-03 11:53:13,In Progress
1201,1047,5,5,Spicy,19.08,Cash,2023-04-14 18:03:22,Cancelled
1202,1572,9,3,Spicy,6.91,Cash,2023-01-06 06:27:22,Cancelled
1203,1336,9,4,Extra gravy,21.32,Cash,2023-02-20 05:38:04,In Progress
1204,1025,22,1,Extra gravy,18.16,Interac Transfer,2023-08-17 04:20:58,In Progress
1205,1803,10,5,Extra mustard,9.6,Credit Card,2023-02-17 04:15:54,Completed
1206,1256,22,3,Extra mustard,27.06,Interac Transfer,2023-02-19 12:57:23,Cancelled
1207,1007,19,2,No powdered sugar,13.58,Cash,2023-05-22 15:01:31,Completed
1208,1624,1,3,None,14.69,Interac Transfer,2023-03-06 12:14:03,Completed
1209,1866,7,2,None,21.81,Cash,2023-02-13 07:37:07,Cancelled
1210,1252,4,2,Extra mustard,17.22,Credit Card,2023-12-22 07:49:39,Completed
1211,1691,1,1,Extra gravy,7.23,Credit Card,2023-09-29 18:05:12,Cancelled
1212,1718,15,1,No powdered sugar,14.69,Interac Transfer,2023-10-24 12:28:38,Completed
1213,1302,8,3,None,7.36,Credit Card,2023-02-24 08:33:05,Completed
1214,1638,12,5,Extra mustard,9.77,Cash,2023-03-07 05:42:36,Cancelled
1215,1055,22,3,Extra gravy,5.18,Cash,2023-10-08 14:29:17,In Progress
1216,1725,22,4,Extra gravy,9.53,Credit Card,2023-04-18 14:41:51,Cancelled
1217,1525,18,2,Extra gravy,13.26,Credit Card,2023-10-26 02:12:30,In Progress
1218,1473,15,2,Spicy,18.46,Credit Card,2023-02-16 20:51:15,Cancelled
1219,1027,17,1,Extra gravy,27.98,Interac Transfer,2023-06-12 22:27:00,Cancelled
1220,1982,14,5,Extra mustard,18.51,Interac Transfer,2023-02-05 13:00:29,In Progress
1221,1077,14,1,No powdered sugar,22.64,Cash,2023-06-26 18:24:50,In Progress
1222,1215,18,4,Extra mustard,13.94,Interac Transfer,2023-06-20 05:48:16,Cancelled
1223,1385,20,3,Extra gravy,23.79,Interac Transfer,2023-02-14 04:32:16,Cancelled
1224,1364,18,3,No powdered sugar,20.51,Cash,2023-05-23 14:42:46,Cancelled
1225,1665,16,5,None,16.49,Cash,2023-02-02 02:42:18,In Progress
1226,1525,1,1,None,9.84,Credit Card,2023-10-29 12:09:32,Cancelled
1227,1698,11,1,Extra mustard,12.59,Credit Card,2023-12-22 17:40:33,In Progress
1228,1311,15,4,No powdered sugar,20.52,Interac Transfer,2023-07-30 22:36:33,Completed
1229,1882,12,3,Extra mustard,15.65,Cash,2023-04-30 05:46:16,In Progress
1230,1006,8,1,No powdered sugar,27.23,Interac Transfer,2023-09-10 09:13:40,Completed
1231,1002,22,5,No powdered sugar,10.87,Interac Transfer,2023-01-16 07:11:59,Cancelled
1232,1622,20,3,Extra mustard,6.83,Cash,2023-03-10 15:58:07,Cancelled
1233,1918,6,4,No powdered sugar,19.73,Cash,2023-07-13 19:28:33,In Progress
1234,1749,3,5,Extra gravy,27.15,Cash,2023-01-19 07:30:47,Completed
1235,1362,13,2,No powdered sugar,14.12,Cash,2023-10-13 11:34:17,Cancelled
1236,1750,13,4,No powdered sugar,21.19,Interac Transfer,2023-04-25 04:31:06,Cancelled
1237,1507,2,5,Extra mustard,10.79,Interac Transfer,2023-03-18 03:55:51,Completed
1238,1273,5,1,None,18.96,Interac Transfer,2023-09-03 16:12:17,Cancelled
1239,1505,17,2,Spicy,24.67,Cash,2023-12-29 12:09:53,Cancelled
1240,1805,6,4,No powdered sugar,26.68,Credit Card,2023-11-12 07:18:36,In Progress
1241,1738,2,1,Spicy,7.63,Interac Transfer,2023-07-24 09:19:13,Cancelled
1242,1882,4,2,No powdered sugar,13.91,Credit Card,2023-07-05 20:54:07,Completed
1243,1014,22,3,Extra mustard,20.99,Credit Card,2023-09-03 22:36:40,Cancelled
1244,1191,11,1,Extra mustard,5.87,Credit Card,2023-03-01 07:53:52,In Progress
1245,1984,8,5,No powdered sugar,22.27,Cash,2023-11-07 16:48:55,Cancelled
1246,1630,12,4,Extra mustard,18.2,Cash,2023-08-14 17:03:10,Completed
1247,1484,8,2,Extra mustard,12.21,Interac Transfer,2023-06-09 11:12:03,Cancelled
1248,1027,11,1,No powdered sugar,25.37,Interac Transfer,2023-12-06 17:05:55,Completed
1249,1713,22,3,None,12.25,Cash,2023-04-30 15:04:12,In Progress
1250,1038,20,4,No powdered sugar,29.79,Cash,2023-10-28 20:04:03,Cancelled
1251,1952,8,4,None,25.41,Credit Card,2023-10-31 16:16:50,Cancelled
1252,1272,8,1,Extra mustard,22.7,Cash,2023-02-11 17:54:38,In Progress
1253,1230,17,3,None,6.53,Cash,2023-11-13 21:31:26,Completed
1254,1085,20,2,Extra mustard,27.61,Cash,2023-10-26 06:21:40,Completed
1255,1473,20,1,None,24.75,Cash,2023-06-10 20:57:27,Cancelled
1256,1125,16,2,None,10.73,Credit Card,2023-12-20 17:37:45,Completed
1257,1811,14,4,No powdered sugar,14.81,Interac Transfer,2023-08-12 20:24:03,Completed
1258,1536,11,2,None,11.72,Credit Card,2023-12-25 06:39:22,Cancelled
1259,1144,7,3,Extra mustard,29.61,Cash,2023-07-19 09:59:19,Completed
1260,1524,16,5,No powdered sugar,26.35,Cash,2023-04-29 05:04:12,Completed
1261,1211,13,3,None,28.26,Interac Transfer,2023-11-16 13:43:59,Cancelled
1262,1024,15,2,No powdered sugar,24.72,Interac Transfer,2023-02-24 10:56:52,Cancelled
1263,1579,16,1,Spicy,16.41,Interac Transfer,2023-01-31 07:20:49,Completed
1264,1393,21,4,No powdered sugar,10.14,Credit Card,2023-03-11 04:56:05,Cancelled
1265,1066,9,5,Spicy,10.2,Interac Transfer,2023-01-06 01:45:44,Completed
1266,1232,3,1,Spicy,8.79,Cash,2023-08-06 02:50:59,Completed
1267,1108,19,1,No powdered sugar,18.67,Cash,2023-11-26 09:03:22,Completed
1268,1145,20,3,Extra mustard,28.0,Cash,2023-07-20 11:47:16,Completed
1269,1110,5,2,Extra mustard,29.79,Credit Card,2023-03-13 23:58:07,Cancelled
1270,1227,10,3,Extra mustard,12.18,Interac Transfer,2023-03-15 16:36:03,Cancelled
1271,1110,17,2,Extra gravy,22.43,Interac Transfer,2023-12-08 18:54:39,In Progress
1272,1469,15,3,Spicy,19.93,Interac Transfer,2023-06-12 23:54:34,Cancelled
1273,1033,8,1,No powdered sugar,17.22,Interac Transfer,2023-05-29 03:26:06,In Progress
1274,1622,15,4,Extra mustard,21.64,Cash,2023-06-10 05:33:36,Completed
1275,1775,21,2,Extra mustard,14.28,Credit Card,2023-06-13 01:11:20,Cancelled
1276,1935,14,5,No powdered sugar,28.61,Interac Transfer,2023-09-20 04:50:50,Completed
1277,1368,20,5,Spicy,22.64,Cash,2023-05-24 16:19:36,In Progress
1278,1747,7,1,No powdered sugar,23.86,Cash,2023-11-23 17:34:44,Cancelled
1279,1594,21,3,Extra gravy,11.06,Credit Card,2023-11-08 01:30:19,Cancelled
