Customer_ID,Item_ID,Feedback_Text,Rating,Submission_Timestamp,Feedback_Category
1562,6,Could be better.,5,2023-02-01 09:23:09,Ambience
1437,7,Could be better.,3,2023-04-11 00:47:54,Ambience
1775,10,Could be better.,4,2023-02-24 13:23:18,Service
1282,19,Needs improvement.,4,2023-06-21 19:27:49,Food Quality
1026,19,Could be better.,4,2023-01-11 13:01:54,Food Quality
1225,22,Needs improvement.,5,2023-01-24 19:23:38,Food Quality
1276,12,Could be better.,4,2023-01-08 13:36:58,Value for Money
1797,3,Loved it!,1,2023-07-25 17:07:30,Service
1608,13,Could be better.,4,2023-11-11 19:51:51,Service
1283,18,Delicious!,3,2023-08-13 01:25:22,Service
1878,8,Could be better.,3,2023-03-17 21:04:12,Value for Money
1959,21,Could be better.,3,2023-02-17 13:22:30,Food Quality
1480,15,Loved it!,5,2023-09-23 02:40:37,Food Quality
1452,1,Service was slow.,3,2023-09-08 14:58:28,Food Quality
1828,3,Loved it!,5,2023-12-20 01:54:47,Service
1815,8,Delicious!,5,2023-09-06 06:41:28,Service
1658,4,Service was slow.,4,2023-08-31 20:05:04,Ambience
1515,16,Great experience!,1,2023-06-02 06:53:08,Value for Money
1546,10,Great experience!,4,2023-06-26 02:49:37,Value for Money
1191,12,Delicious!,4,2023-03-24 14:55:13,Service
1048,14,Loved it!,5,2023-04-25 10:14:19,Ambience
1511,14,Needs improvement.,5,2023-08-29 21:34:57,Food Quality
1016,2,Delicious!,3,2023-03-29 14:04:37,Service
1171,5,Service was slow.,3,2023-04-19 01:10:12,Value for Money
1219,5,Service was slow.,4,2023-02-10 08:27:25,Value for Money
1157,6,Could be better.,2,2023-03-24 21:49:18,Value for Money
1476,13,Great experience!,2,2023-12-04 16:25:13,Food Quality
1045,9,Service was slow.,3,2023-05-02 08:16:47,Value for Money
1372,22,Delicious!,2,2023-03-05 18:19:26,Food Quality
1517,15,Service was slow.,3,2023-02-26 09:36:55,Food Quality
1098,14,Delicious!,5,2023-07-19 14:25:15,Food Quality
1891,7,Needs improvement.,4,2023-12-04 14:27:36,Service
1744,20,Could be better.,1,2023-02-20 02:54:14,Food Quality
1036,2,Great experience!,4,2023-07-20 18:45:20,Ambience
1279,7,Service was slow.,3,2023-04-19 12:47:40,Value for Money
1348,6,Delicious!,3,2023-03-01 20:23:09,Service
1496,17,Loved it!,4,2023-02-08 09:34:18,Value for Money
1301,2,Great experience!,3,2023-12-15 13:44:45,Food Quality
1180,3,Needs improvement.,2,2023-02-08 14:50:41,Service
1606,5,Delicious!,2,2023-12-06 18:02:00,Ambience
1098,5,Could be better.,3,2023-06-29 16:53:19,Food Quality
1699,1,Could be better.,3,2023-12-19 00:24:42,Value for Money
1992,8,Needs improvement.,2,2023-02-27 21:05:39,Ambience
1115,12,Needs improvement.,3,2023-01-31 19:08:12,Food Quality
1190,4,Could be better.,3,2023-06-25 14:44:52,Ambience
1252,13,Service was slow.,4,2023-10-03 03:38:56,Food Quality
1980,15,Service was slow.,1,2023-09-05 14:36:24,Service
1927,11,Delicious!,2,2023-10-25 17:49:04,Food Quality
1982,10,Loved it!,4,2023-07-04 22:20:43,Service
1160,3,Delicious!,1,2023-09-21 14:36:01,Food Quality
1255,22,Loved it!,3,2023-06-17 23:46:59,Food Quality
1322,14,Needs improvement.,3,2023-11-11 00:03:02,Value for Money
1127,16,Great experience!,4,2023-08-10 06:55:11,Ambience
1017,10,Delicious!,3,2023-01-26 08:57:52,Ambience
1792,10,Delicious!,5,2023-06-29 18:48:47,Ambience
1734,12,Loved it!,4,2023-07-06 00:16:57,Food Quality
1565,9,Needs improvement.,1,2023-12-16 08:16:34,Food Quality
1569,1,Needs improvement.,4,2023-08-16 02:43:13,Food Quality
1322,5,Loved it!,2,2023-08-28 23:22:55,Service
1871,20,Needs improvement.,4,2023-03-02 14:34:02,Service
1685,8,Could be better.,3,2023-08-26 08:53:07,Value for Money
1791,11,Service was slow.,3,2023-09-25 14:03:48,Food Quality
1625,12,Could be better.,5,2023-05-13 04:29:31,Ambience
1287,1,Great experience!,5,2023-11-02 04:23:33,Ambience
1942,22,Delicious!,5,2023-12-16 16:05:55,Value for Money
1853,20,Great experience!,1,2023-03-09 11:44:13,Ambience
1662,11,Delicious!,5,2023-04-26 11:55:55,Value for Money
1961,5,Service was slow.,1,2023-06-08 09:35:14,Food Quality
1638,15,Needs improvement.,5,2023-10-14 01:39:51,Ambience
1154,5,Could be better.,1,2023-05-29 10:05:30,Food Quality
1489,12,Loved it!,4,2023-02-07 16:00:50,Service
1385,5,Could be better.,4,2023-04-15 02:20:07,Ambience
1985,17,Service was slow.,3,2023-09-02 00:58:47,Service
1784,17,Great experience!,1,2023-04-26 11:08:43,Ambience
1103,12,Loved it!,2,2023-08-21 15:22:15,Food Quality
1928,15,Needs improvement.,3,2023-03-03 00:23:31,Value for Money
1392,15,Service was slow.,4,2023-02-27 02:56:12,Food Quality
1810,6,Loved it!,1,2023-01-04 00:15:03,Food Quality
1245,12,Service was slow.,5,2023-07-06 05:46:25,Food Quality
1175,20,Service was slow.,2,2023-09-16 00:47:22,Ambience
1038,18,Needs improvement.,4,2023-03-09 08:15:29,Value for Money
1476,14,Delicious!,3,2023-04-06 01:46:13,Service
1681,2,Loved it!,1,2023-04-09 19:10:40,Food Quality
1758,9,Needs improvement.,2,2023-01-16 13:04:15,Ambience
1537,5,Service was slow.,1,2023-05-05 02:25:06,Service
1866,20,Needs improvement.,5,2023-02-06 13:30:17,Food Quality
1817,1,Delicious!,3,2023-08-03 03:52:31,Service
1920,3,Could be better.,1,2023-08-21 23:44:07,Food Quality
1407,6,Loved it!,4,2023-08-04 13:26:56,Service
1524,5,Delicious!,3,2023-11-25 09:27:48,Service
1827,21,Great experience!,4,2023-08-02 03:20:21,Value for Money
1505,5,Loved it!,1,2023-01-21 00:19:48,Value for Money
1902,1,Delicious!,3,2023-05-16 14:33:04,Food Quality
1824,17,Service was slow.,4,2023-09-03 19:40:12,Ambience
1035,19,Loved it!,5,2023-09-19 12:21:33,Value for Money
1684,14,Loved it!,5,2023-08-23 05:28:33,Service
1019,12,Needs improvement.,1,2023-01-16 09:32:44,Value for Money
1320,10,Service was slow.,3,2023-02-09 21:27:20,Value for Money
1775,20,Great experience!,2,2023-02-06 00:51:47,Food Quality
1511,21,Could be better.,3,2023-12-08 00:21:04,Value for Money
1399,18,Delicious!,5,2023-10-16 17:00:14,Value for Money
1653,11,Needs improvement.,4,2023-12-18 22:39:50,Service
1971,2,Delicious!,2,2023-06-11 05:00:41,Value for Money
1882,18,Great experience!,1,2023-08-01 05:57:11,Service
1470,7,Great experience!,2,2023-06-03 23:59:21,Value for Money
1142,15,Loved it!,1,2023-12-13 13:36:16,Value for Money
1091,11,Great experience!,2,2023-02-23 02:49:30,Ambience
1353,18,Delicious!,1,2023-09-28 19:43:15,Value for Money
1833,12,Service was slow.,1,2023-11-20 21:44:33,Service
1799,6,Service was slow.,2,2023-10-09 08:31:01,Service
1726,20,Loved it!,2,2023-02-07 16:59:44,Food Quality
1958,13,Could be better.,1,2023-03-21 21:14:27,Food Quality
1853,20,Delicious!,5,2023-09-22 11:31:34,Ambience
1050,16,Delicious!,2,2023-12-17 16:03:36,Service
1664,18,Great experience!,3,2023-05-20 09:14:19,Service
1697,10,Delicious!,4,2023-12-18 23:10:37,Service
1574,8,Needs improvement.,1,2023-04-03 23:34:12,Ambience
1189,18,Could be better.,1,2023-07-22 21:13:09,Service
1124,21,Great experience!,4,2023-07-11 21:12:21,Food Quality
1149,1,Needs improvement.,5,2023-10-22 06:34:12,Ambience
1313,8,Loved it!,4,2023-05-19 11:55:16,Food Quality
1569,6,Service was slow.,2,2023-02-12 00:39:32,Food Quality
1341,5,Loved it!,4,2023-04-03 06:45:56,Ambience
1304,15,Service was slow.,1,2023-05-04 00:09:24,Value for Money
1691,22,Loved it!,4,2023-02-27 14:27:01,Value for Money
1681,15,Delicious!,3,2023-02-13 07:46:26,Food Quality
1837,2,Needs improvement.,2,2023-05-05 09:04:50,Value for Money
1782,1,Service was slow.,4,2023-11-21 07:47:30,Service
1053,11,Great experience!,1,2023-10-27 12:54:46,Ambience
1443,10,Needs improvement.,2,2023-05-21 17:30:42,Food Quality
1612,18,Great experience!,1,2023-09-18 22:37:09,Service
1992,18,Needs improvement.,5,2023-05-29 07:38:40,Value for Money
1263,17,Needs improvement.,3,2023-01-01 06:46:04,Service
1052,8,Loved it!,5,2023-07-05 14:51:19,Value for Money
1571,15,Service was slow.,3,2023-04-12 15:50:07,Food Quality
1619,8,Service was slow.,4,2023-01-24 16:19:51,Service
1004,17,Needs improvement.,2,2023-03-01 22:30:53,Ambience
1102,12,Delicious!,4,2023-01-17 00:44:10,Food Quality
1195,8,Delicious!,3,2023-05-02 09:09:41,Service
1773,14,Great experience!,3,2023-03-06 10:27:29,Service
1876,4,Great experience!,3,2023-01-18 08:14:08,Value for Money
1991,1,Loved it!,1,2023-05-15 14:29:16,Food Quality
1883,1,Needs improvement.,2,2023-12-14 20:03:43,Food Quality
1349,19,Great experience!,4,2023-08-01 01:35:05,Food Quality
1046,16,Great experience!,4,2023-05-25 13:47:11,Food Quality
1866,14,Could be better.,5,2023-12-27 08:48:14,Value for Money
1822,21,Needs improvement.,3,2023-10-16 21:12:17,Ambience
1935,16,Loved it!,3,2023-07-05 17:23:14,Food Quality
1819,5,Great experience!,3,2023-08-01 15:25:40,Value for Money
1655,9,Loved it!,4,2023-12-07 01:19:44,Ambience
1268,2,Service was slow.,5,2023-05-01 05:28:14,Ambience
1369,18,Loved it!,1,2023-10-30 06:09:18,Value for Money
1635,6,Delicious!,2,2023-06-18 15:56:43,Food Quality
1105,9,Delicious!,1,2023-10-24 11:37:05,Ambience
1669,1,Loved it!,4,2023-03-02 22:21:23,Food Quality
1658,9,Delicious!,3,2023-12-14 12:43:19,Food Quality
1656,16,Service was slow.,2,2023-12-05 08:52:10,Service
1119,13,Needs improvement.,4,2023-03-12 22:49:19,Food Quality
1830,9,Delicious!,4,2023-07-30 06:52:35,Service
1786,21,Delicious!,4,2023-03-25 13:19:16,Ambience
1603,13,Loved it!,2,2023-03-20 21:41:22,Value for Money
1057,9,Service was slow.,2,2023-09-29 17:57:07,Service
1950,11,Needs improvement.,5,2023-08-30 17:19:37,Value for Money
1345,4,Loved it!,5,2023-12-27 23:40:03,Ambience
1740,2,Loved it!,1,2023-10-03 02:50:35,Food Quality
1473,6,Could be better.,2,2023-07-16 03:54:13,Ambience
1116,14,Service was slow.,2,2023-08-18 00:29:06,Value for Money
1829,4,Needs improvement.,2,2023-01-02 00:55:44,Ambience
1790,6,Service was slow.,5,2023-05-31 19:39:48,Food Quality
1126,19,Needs improvement.,4,2023-10-08 03:10:04,Ambience
1392,6,Service was slow.,3,2023-08-30 18:49:01,Food Quality
1907,2,Loved it!,5,2023-01-23 15:06:47,Service
1640,18,Loved it!,2,2023-12-05 14:05:02,Value for Money
1057,13,Great experience!,5,2023-01-14 04:13:43,Food Quality
1633,9,Delicious!,1,2023-01-09 18:46:36,Food Quality
1512,19,Could be better.,2,2023-10-10 12:32:35,Ambience
1750,13,Service was slow.,1,2023-06-05 01:29:41,Service
1801,11,Could be better.,2,2023-08-03 14:31:45,Food Quality
1095,1,Great experience!,5,2023-08-17 09:57:14,Service
1637,22,Delicious!,4,2023-11-19 13:45:14,Service
1117,7,Service was slow.,3,2023-07-16 22:54:24,Ambience
1559,21,Needs improvement.,1,2023-06-11 14:25:14,Food Quality
1600,15,Delicious!,5,2023-05-29 23:47:55,Ambience
1487,1,Loved it!,4,2023-05-25 11:19:45,Value for Money
1236,12,Great experience!,5,2023-09-04 10:16:10,Value for Money
1884,7,Delicious!,1,2023-06-01 22:28:25,Food Quality
1896,15,Delicious!,3,2023-12-11 06:56:49,Service
1271,21,Loved it!,5,2023-05-22 01:08:49,Food Quality
1188,19,Service was slow.,2,2023-09-22 18:28:52,Food Quality
1998,1,Needs improvement.,4,2023-08-26 20:15:32,Value for Money
1703,17,Loved it!,5,2023-02-04 01:23:30,Value for Money
1446,17,Needs improvement.,4,2023-04-28 22:13:29,Service
1580,3,Service was slow.,2,2023-10-16 14:39:58,Service
1789,12,Delicious!,3,2023-10-24 04:27:37,Food Quality
1860,6,Needs improvement.,3,2023-07-04 01:08:45,Ambience
1246,11,Great experience!,2,2023-01-19 04:52:13,Food Quality
1962,3,Great experience!,4,2023-11-10 17:33:38,Service
1075,8,Loved it!,5,2023-04-25 13:34:06,Ambience
1153,14,Service was slow.,2,2023-10-14 23:13:29,Value for Money
1655,14,Loved it!,1,2023-12-22 13:05:19,Service
1434,10,Loved it!,4,2023-06-10 02:57:10,Service
1996,2,Could be better.,3,2023-02-01 17:20:56,Ambience
1085,14,Loved it!,2,2023-04-25 08:30:34,Service
1696,9,Could be better.,3,2023-08-21 20:14:21,Service
1284,3,Great experience!,4,2023-02-13 09:43:43,Service
1973,21,Great experience!,3,2023-01-16 23:23:09,Service
1219,8,Loved it!,2,2023-05-14 06:56:04,Service
1068,16,Great experience!,4,2023-03-29 03:49:38,Service
1046,2,Service was slow.,1,2023-08-18 14:28:02,Service
1093,6,Could be better.,2,2023-09-29 23:50:17,Service
1749,21,Could be better.,5,2023-03-31 22:20:33,Value for Money
1957,12,Loved it!,2,2023-05-14 18:34:20,Service
1452,5,Great experience!,4,2023-02-02 14:59:28,Value for Money
1203,2,Needs improvement.,2,2023-10-13 04:53:31,Value for Money
1911,16,Could be better.,1,2023-07-11 01:36:14,Food Quality
1217,5,Loved it!,1,2023-06-11 02:42:11,Food Quality
1473,15,Loved it!,5,2023-12-03 00:33:55,Value for Money
1431,12,Service was slow.,3,2023-03-09 20:54:10,Value for Money
1340,4,Delicious!,4,2023-04-25 00:22:22,Service
1550,15,Delicious!,4,2023-04-14 16:33:46,Food Quality
1611,11,Could be better.,3,2023-10-20 16:43:44,Ambience
1288,16,Service was slow.,1,2023-12-21 15:10:30,Food Quality
1253,6,Service was slow.,1,2023-03-06 00:24:13,Value for Money
1733,14,Service was slow.,2,2023-03-15 03:50:02,Value for Money
1356,18,Could be better.,5,2023-06-14 18:15:46,Service
1022,12,Delicious!,5,2023-11-12 21:50:50,Service
1761,11,Service was slow.,5,2023-07-19 02:10:07,Food Quality
1521,13,Great experience!,2,2023-09-30 05:33:08,Service
1757,21,Loved it!,5,2023-12-23 18:30:18,Ambience
1836,11,Loved it!,3,2023-12-17 02:31:12,Ambience
1099,16,Needs improvement.,2,2023-12-23 01:33:13,Service
1801,15,Needs improvement.,3,2023-02-10 04:38:17,Ambience
1179,21,Could be better.,2,2023-01-25 13:04:38,Ambience
1222,15,Could be better.,5,2023-11-19 06:44:29,Food Quality
1905,4,Loved it!,3,2023-11-25 13:46:54,Ambience
1761,11,Great experience!,3,2023-12-15 14:02:09,Value for Money
1658,19,Delicious!,3,2023-08-13 05:59:56,Value for Money
1441,15,Delicious!,2,2023-05-01 10:15:16,Food Quality
1607,4,Could be better.,4,2023-03-29 02:02:13,Service
1768,21,Great experience!,5,2023-10-18 04:28:56,Food Quality
1324,13,Could be better.,3,2023-05-23 22:37:32,Service
1515,22,Delicious!,4,2023-08-07 12:53:54,Service
1015,19,Could be better.,5,2023-10-28 15:17:00,Service
1791,2,Service was slow.,5,2023-09-15 06:07:01,Service
1335,14,Could be better.,3,2023-05-26 19:37:26,Service
1758,4,Loved it!,3,2023-07-24 13:57:25,Food Quality
1257,16,Could be better.,2,2023-02-13 12:44:15,Service
1496,21,Loved it!,4,2023-01-28 17:45:17,Ambience
1987,20,Great experience!,4,2023-06-19 19:07:53,Ambience
1895,14,Delicious!,3,2023-12-18 16:40:10,Service
1159,15,Needs improvement.,5,2023-05-07 16:02:06,Ambience
1474,3,Needs improvement.,3,2023-10-31 15:37:39,Value for Money
1851,8,Delicious!,5,2023-11-15 09:27:58,Food Quality
1663,16,Needs improvement.,5,2023-04-23 15:57:38,Food Quality
1907,10,Could be better.,3,2023-10-30 20:45:00,Service
1689,4,Great experience!,1,2023-01-24 19:27:25,Service
1674,18,Great experience!,4,2023-06-21 18:54:59,Value for Money
1379,2,Delicious!,5,2023-02-01 08:12:10,Service
1544,17,Needs improvement.,5,2023-06-14 19:40:41,Ambience
1928,13,Could be better.,1,2023-05-22 15:10:53,Value for Money
1956,4,Great experience!,2,2023-05-03 06:15:58,Ambience
1690,11,Great experience!,1,2023-11-24 15:26:01,Food Quality
1426,7,Service was slow.,1,2023-11-09 13:54:34,Ambience
1612,12,Service was slow.,5,2023-02-19 10:48:34,Food Quality
1267,10,Great experience!,4,2023-08-28 15:29:02,Ambience
1834,7,Delicious!,1,2023-08-30 22:13:23,Food Quality
1576,13,Loved it!,2,2023-08-21 19:44:46,Service
1416,7,Loved it!,3,2023-12-02 12:12:52,Ambience
1167,17,Could be better.,1,2023-04-15 07:32:41,Food Quality
1841,10,Great experience!,1,2023-10-18 06:31:15,Ambience
1042,10,Great experience!,2,2023-05-04 01:59:41,Value for Money
1555,4,Great experience!,4,2023-03-31 13:37:48,Service
1284,20,Delicious!,1,2023-09-02 15:41:23,Food Quality
1396,4,Service was slow.,1,2023-01-27 16:05:11,Value for Money
1011,22,Great experience!,4,2023-01-12 07:11:05,Ambience
1606,7,Great experience!,2,2023-05-25 11:16:18,Value for Money
1301,22,Needs improvement.,1,2023-05-29 22:49:26,Ambience
1897,1,Delicious!,4,2023-04-07 08:11:21,Service
1252,12,Could be better.,1,2023-03-26 11:34:04,Value for Money
1498,13,Great experience!,3,2023-06-08 14:35:44,Service
1753,10,Needs improvement.,5,2023-02-15 11:08:15,Food Quality
1034,15,Loved it!,3,2023-05-12 09:54:52,Ambience
1726,13,Could be better.,1,2023-09-19 06:18:23,Ambience
1848,22,Great experience!,2,2023-12-09 10:12:18,Service
1089,22,Great experience!,5,2023-03-17 14:17:04,Service
1775,21,Needs improvement.,3,2023-08-15 11:26:10,Food Quality
1604,22,Delicious!,4,2023-03-02 00:22:37,Value for Money
1921,9,Great experience!,2,2023-12-15 08:50:54,Ambience
1969,9,Loved it!,3,2023-11-23 16:52:21,Ambience
1601,15,Great experience!,4,2023-01-29 12:57:30,Food Quality
1417,10,Loved it!,1,2023-02-03 22:57:46,Food Quality
1114,10,Could be better.,4,2023-09-29 08:17:48,Service
1616,8,Could be better.,3,2023-03-29 19:32:26,Service
1902,16,Service was slow.,3,2023-09-21 23:21:36,Value for Money
1195,17,Service was slow.,1,2023-12-23 13:10:16,Food Quality
1825,5,Loved it!,4,2023-04-14 19:55:23,Value for Money
1500,4,Delicious!,4,2023-03-13 03:37:35,Food Quality
1625,18,Great experience!,1,2023-04-02 12:28:09,Ambience
1492,19,Great experience!,4,2023-05-22 13:09:54,Food Quality
1074,4,Service was slow.,1,2023-08-12 04:21:57,Food Quality
1412,7,Loved it!,2,2023-01-02 16:28:14,Ambience
1375,10,Great experience!,3,2023-01-20 02:15:35,Food Quality
1419,18,Great experience!,2,2023-05-20 18:39:59,Value for Money
1728,19,Delicious!,5,2023-04-18 15:09:58,Service
1276,4,Needs improvement.,5,2023-07-24 10:20:38,Service
1760,10,Service was slow.,5,2023-06-26 10:40:55,Value for Money
1675,1,Service was slow.,1,2023-05-30 02:15:31,Ambience
1393,18,Needs improvement.,4,2023-07-20 16:19:25,Food Quality
1868,5,Great experience!,2,2023-06-06 17:55:15,Value for Money
1456,15,Delicious!,2,2023-10-15 12:03:38,Service
1919,17,Delicious!,2,2023-04-16 05:57:13,Service
1191,3,Service was slow.,2,2023-06-26 19:22:38,Value for Money
1738,12,Delicious!,5,2023-04-29 07:11:49,Service
1688,2,Could be better.,2,2023-02-20 16:37:26,Value for Money
1098,1,Needs improvement.,4,2023-03-24 18:11:06,Service
1547,21,Great experience!,5,2023-01-20 17:15:29,Value for Money
1977,17,Could be better.,2,2023-07-08 01:13:14,Food Quality
1998,22,Needs improvement.,1,2023-02-25 02:51:56,Food Quality
1095,16,Loved it!,3,2023-08-22 06:25:53,Food Quality
1663,5,Service was slow.,3,2023-07-19 14:27:48,Food Quality
1662,15,Delicious!,3,2023-05-17 07:14:10,Service
1189,3,Loved it!,5,2023-11-25 13:30:51,Ambience
1735,7,Delicious!,2,2023-09-07 11:30:47,Value for Money
1036,11,Could be better.,5,2023-07-17 04:24:02,Ambience
1779,10,Great experience!,4,2023-06-15 01:26:50,Service
1368,9,Great experience!,1,2023-10-25 04:20:34,Service
1694,14,Great experience!,1,2023-07-03 06:48:53,Ambience
1524,13,Delicious!,3,2023-03-30 00:18:44,Ambience
1278,2,Loved it!,3,2023-09-24 15:07:32,Service
1216,3,Great experience!,3,2023-02-22 00:34:54,Service
1866,7,Loved it!,2,2023-06-03 20:14:36,Value for Money
1872,21,Delicious!,4,2023-11-12 11:59:18,Food Quality
1797,18,Could be better.,4,2023-07-04 06:27:01,Food Quality
1272,3,Loved it!,4,2023-04-15 09:17:47,Value for Money
1880,10,Could be better.,4,2023-08-05 23:01:50,Ambience
1061,22,Delicious!,3,2023-01-29 07:08:34,Service
1595,7,Delicious!,1,2023-03-17 06:55:39,Ambience
1879,9,Service was slow.,3,2023-03-24 12:56:31,Food Quality
1728,17,Delicious!,4,2023-02-13 19:58:53,Food Quality
1341,11,Delicious!,3,2023-08-27 06:37:18,Ambience
1396,7,Needs improvement.,4,2023-10-28 11:35:36,Food Quality
1698,14,Great experience!,5,2023-12-13 18:09:38,Service
1018,19,Service was slow.,1,2023-11-08 05:44:25,Value for Money
1176,4,Service was slow.,5,2023-10-24 05:38:55,Ambience
1611,6,Service was slow.,2,2023-11-26 02:49:45,Service
1395,10,Needs improvement.,3,2023-08-29 21:56:03,Service
1444,7,Could be better.,2,2023-01-01 22:32:52,Food Quality
1232,13,Delicious!,3,2023-11-16 21:34:32,Service
1914,14,Great experience!,5,2023-08-08 10:51:05,Ambience
1075,4,Loved it!,4,2023-01-14 18:18:59,Service
1264,8,Could be better.,4,2023-01-27 00:51:17,Value for Money
1454,5,Delicious!,3,2023-08-15 02:49:51,Service
1795,1,Needs improvement.,4,2023-06-22 16:53:20,Service
1717,4,Delicious!,5,2023-06-11 14:46:32,Value for Money
1734,3,Delicious!,4,2023-04-24 21:34:11,Service
1383,9,Needs improvement.,5,2023-02-10 02:11:35,Service
1563,8,Service was slow.,2,2023-01-10 01:34:19,Food Quality
1850,1,Service was slow.,5,2023-08-05 03:16:56,Ambience
1505,6,Great experience!,1,2023-12-20 22:38:24,Food Quality
1366,9,Great experience!,1,2023-02-03 00:28:10,Ambience
1143,7,Service was slow.,1,2023-10-06 15:17:47,Value for Money
1884,4,Could be better.,3,2023-04-23 20:06:22,Value for Money
1068,13,Loved it!,3,2023-03-27 07:44:19,Value for Money
1098,17,Delicious!,3,2023-04-29 19:48:16,Ambience
1395,2,Loved it!,5,2023-08-03 13:33:38,Ambience
1024,5,Delicious!,3,2023-01-28 01:13:01,Ambience
1947,12,Service was slow.,2,2023-02-10 08:17:43,Value for Money
1890,21,Great experience!,1,2023-07-30 09:22:04,Ambience
1468,8,Could be better.,5,2023-12-21 11:12:41,Service
1483,6,Great experience!,1,2023-09-01 04:44:17,Food Quality
1564,8,Loved it!,3,2023-09-16 04:19:31,Value for Money
1150,18,Great experience!,5,2023-05-29 01:20:37,Food Quality
1143,3,Service was slow.,4,2023-10-09 04:42:59,Service
1568,22,Could be better.,2,2023-06-27 04:53:53,Ambience
1038,12,Loved it!,3,2023-11-17 22:51:27,Food Quality
1108,3,Could be better.,3,2023-10-11 00:40:48,Service
1692,22,Delicious!,2,2023-02-01 21:56:39,Service
1041,6,Great experience!,2,2023-01-05 11:59:03,Food Quality
1185,2,Could be better.,4,2023-05-04 23:09:14,Value for Money
1934,12,Needs improvement.,3,2023-10-26 17:05:36,Food Quality
1397,2,Great experience!,3,2023-01-08 20:02:16,Value for Money
1222,6,Delicious!,1,2023-04-27 14:15:33,Ambience
1633,17,Could be better.,5,2023-05-14 05:45:14,Value for Money
1132,3,Loved it!,5,2023-05-31 15:29:32,Ambience
1162,2,Delicious!,1,2023-12-05 09:59:17,Food Quality
1214,20,Needs improvement.,5,2023-04-01 04:53:25,Ambience
1732,8,Could be better.,2,2023-01-05 15:24:33,Service
1234,22,Service was slow.,5,2023-03-19 19:27:22,Ambience
1842,12,Great experience!,5,2023-07-12 23:55:49,Value for Money
1657,4,Loved it!,1,2023-01-25 06:07:18,Value for Money
1750,5,Service was slow.,4,2023-08-15 10:51:59,Value for Money
1587,13,Could be better.,5,2023-10-12 23:00:44,Ambience
1008,15,Could be better.,5,2023-09-16 18:44:49,Value for Money
1073,16,Delicious!,4,2023-04-19 03:43:39,Value for Money
1953,10,Could be better.,1,2023-05-18 20:18:31,Service
1491,16,Loved it!,4,2023-10-27 20:58:09,Ambience
1912,12,Service was slow.,1,2023-06-25 05:43:07,Service
1252,17,Loved it!,2,2023-10-17 21:30:58,Value for Money
1229,16,Needs improvement.,1,2023-02-26 05:53:54,Value for Money
1518,12,Needs improvement.,2,2023-02-21 17:20:53,Value for Money
1173,8,Great experience!,2,2023-03-31 14:37:18,Ambience
1652,20,Great experience!,1,2023-09-30 07:19:54,Food Quality
1167,3,Needs improvement.,3,2023-12-23 22:05:04,Value for Money
1169,16,Could be better.,1,2023-12-03 12:59:57,Value for Money
1392,13,Loved it!,5,2023-06-21 21:09:59,Value for Money
1945,19,Needs improvement.,5,2023-06-30 00:02:34,Value for Money
1794,8,Great experience!,3,2023-07-19 00:52:00,Ambience
1633,22,Needs improvement.,2,2023-03-17 02:13:21,Food Quality
1193,5,Could be better.,3,2023-10-09 23:42:41,Food Quality
1516,20,Needs improvement.,5,2023-06-16 14:50:14,Food Quality
1028,8,Loved it!,3,2023-04-07 06:47:30,Value for Money
1164,12,Service was slow.,1,2023-05-14 21:28:17,Value for Money
1421,1,Could be better.,3,2023-03-30 01:36:06,Food Quality
1338,21,Great experience!,2,2023-07-16 00:17:50,Food Quality
1647,20,Loved it!,1,2023-10-27 00:32:50,Value for Money
1495,6,Needs improvement.,4,2023-10-17 04:37:58,Value for Money
1364,22,Needs improvement.,5,2023-02-07 04:02:50,Service
1832,18,Service was slow.,5,2023-01-20 04:58:58,Service
1341,8,Great experience!,3,2023-01-15 19:31:39,Service
1499,7,Great experience!,1,2023-01-28 08:54:01,Food Quality
1656,1,Delicious!,4,2023-01-09 22:12:24,Ambience
1510,21,Great experience!,1,2023-03-19 12:32:28,Value for Money
1326,16,Service was slow.,5,2023-08-28 09:26:34,Service
1216,12,Delicious!,1,2023-06-26 17:00:01,Ambience
1300,6,Delicious!,4,2023-05-30 01:40:07,Value for Money
1131,20,Needs improvement.,3,2023-12-04 09:41:18,Ambience
1803,2,Needs improvement.,2,2023-06-30 12:03:41,Food Quality
1069,14,Great experience!,1,2023-01-17 21:57:14,Food Quality
1251,4,Delicious!,2,2023-02-08 18:09:10,Food Quality
1414,1,Needs improvement.,5,2023-06-28 22:31:42,Service
1786,18,Service was slow.,3,2023-12-28 23:32:38,Value for Money
1444,13,Needs improvement.,3,2023-04-23 10:35:34,Food Quality
1875,2,Could be better.,1,2023-12-12 13:28:38,Service
1181,9,Could be better.,3,2023-05-02 22:47:54,Service
1166,21,Needs improvement.,1,2023-03-31 17:47:19,Service
1090,2,Delicious!,1,2023-09-16 18:27:24,Service
1713,9,Delicious!,2,2023-11-22 07:44:35,Food Quality
1857,1,Loved it!,3,2023-08-01 10:21:02,Service
1530,11,Could be better.,1,2023-07-12 18:33:58,Food Quality
1038,3,Service was slow.,2,2023-01-12 10:38:43,Food Quality
1125,20,Delicious!,4,2023-08-06 18:16:55,Service
1450,4,Great experience!,2,2023-06-18 05:05:52,Food Quality
1172,18,Could be better.,2,2023-02-10 19:45:11,Value for Money
1652,6,Service was slow.,1,2023-02-19 15:34:00,Value for Money
